date,blood_group,demand,day_of_week,month,is_weekend,weekend_factor,seasonal_factor
2024-10-11 21:20:50.701916,A+,62,4,10,False,1.0,1.0
2024-10-11 21:20:50.701916,A-,13,4,10,False,1.0,1.0
2024-10-11 21:20:50.701916,B+,47,4,10,False,1.0,1.0
2024-10-11 21:20:50.701916,B-,9,4,10,False,1.0,1.0
2024-10-11 21:20:50.701916,AB+,25,4,10,False,1.0,1.0
2024-10-11 21:20:50.701916,AB-,5,4,10,False,1.0,1.0
2024-10-12 21:20:50.701916,O+,28,5,10,True,0.7,1.0
2024-10-12 21:20:50.701916,O-,9,5,10,True,0.7,1.0
2024-10-12 21:20:50.701916,A+,18,5,10,True,0.7,1.0
2024-10-12 21:20:50.701916,A-,6,5,10,True,0.7,1.0
2024-10-12 21:20:50.701916,B+,13,5,10,True,0.7,1.0
2024-10-12 21:20:50.701916,B-,4,5,10,True,0.7,1.0
2024-10-12 21:20:50.701916,AB+,7,5,10,True,0.7,1.0
2024-10-12 21:20:50.701916,AB-,2,5,10,True,0.7,1.0
2024-10-13 21:20:50.701916,O+,29,6,10,True,0.7,1.0
2024-10-13 21:20:50.701916,O-,8,6,10,True,0.7,1.0
2024-10-13 21:20:50.701916,A+,14,6,10,True,0.7,1.0
2024-10-13 21:20:50.701916,A-,1,6,10,True,0.7,1.0
2024-10-13 21:20:50.701916,B+,11,6,10,True,0.7,1.0
2024-10-13 21:20:50.701916,B-,1,6,10,True,0.7,1.0
2024-10-13 21:20:50.701916,AB+,8,6,10,True,0.7,1.0
2024-10-13 21:20:50.701916,AB-,1,6,10,True,0.7,1.0
2024-10-14 21:20:50.701916,O+,54,0,10,False,1.0,1.0
2024-10-14 21:20:50.701916,O-,16,0,10,False,1.0,1.0
2024-10-14 21:20:50.701916,A+,41,0,10,False,1.0,1.0
2024-10-14 21:20:50.701916,A-,8,0,10,False,1.0,1.0
2024-10-14 21:20:50.701916,B+,26,0,10,False,1.0,1.0
2024-10-14 21:20:50.701916,B-,6,0,10,False,1.0,1.0
2024-10-14 21:20:50.701916,AB+,14,0,10,False,1.0,1.0
2024-10-14 21:20:50.701916,AB-,3,0,10,False,1.0,1.0
2024-10-15 21:20:50.701916,O+,44,1,10,False,1.0,1.0
2024-10-15 21:20:50.701916,O-,13,1,10,False,1.0,1.0
2024-10-15 21:20:50.701916,A+,33,1,10,False,1.0,1.0
2024-10-15 21:20:50.701916,A-,8,1,10,False,1.0,1.0
2024-10-15 21:20:50.701916,B+,33,1,10,False,1.0,1.0
2024-10-15 21:20:50.701916,B-,5,1,10,False,1.0,1.0
2024-10-15 21:20:50.701916,AB+,19,1,10,False,1.0,1.0
2024-10-15 21:20:50.701916,AB-,3,1,10,False,1.0,1.0
2024-10-16 21:20:50.701916,O+,38,2,10,False,1.0,1.0
2024-10-16 21:20:50.701916,O-,17,2,10,False,1.0,1.0
2024-10-16 21:20:50.701916,A+,40,2,10,False,1.0,1.0
2024-10-16 21:20:50.701916,A-,7,2,10,False,1.0,1.0
2024-10-16 21:20:50.701916,B+,31,2,10,False,1.0,1.0
2024-10-16 21:20:50.701916,B-,4,2,10,False,1.0,1.0
2024-10-16 21:20:50.701916,AB+,10,2,10,False,1.0,1.0
2024-10-16 21:20:50.701916,AB-,2,2,10,False,1.0,1.0
2024-10-17 21:20:50.701916,O+,40,3,10,False,1.0,1.0
2024-10-17 21:20:50.701916,O-,12,3,10,False,1.0,1.0
2024-10-17 21:20:50.701916,A+,32,3,10,False,1.0,1.0
2024-10-17 21:20:50.701916,A-,5,3,10,False,1.0,1.0
2024-10-17 21:20:50.701916,B+,19,3,10,False,1.0,1.0
2024-10-17 21:20:50.701916,B-,7,3,10,False,1.0,1.0
2024-10-17 21:20:50.701916,AB+,8,3,10,False,1.0,1.0
2024-10-17 21:20:50.701916,AB-,2,3,10,False,1.0,1.0
2024-10-18 21:20:50.701916,O+,38,4,10,False,1.0,1.0
2024-10-18 21:20:50.701916,O-,17,4,10,False,1.0,1.0
2024-10-18 21:20:50.701916,A+,32,4,10,False,1.0,1.0
2024-10-18 21:20:50.701916,A-,10,4,10,False,1.0,1.0
2024-10-18 21:20:50.701916,B+,25,4,10,False,1.0,1.0
2024-10-18 21:20:50.701916,B-,3,4,10,False,1.0,1.0
2024-10-18 21:20:50.701916,AB+,13,4,10,False,1.0,1.0
2024-10-18 21:20:50.701916,AB-,3,4,10,False,1.0,1.0
2024-10-19 21:20:50.701916,O+,27,5,10,True,0.7,1.0
2024-10-19 21:20:50.701916,O-,9,5,10,True,0.7,1.0
2024-10-19 21:20:50.701916,A+,9,5,10,True,0.7,1.0
2024-10-19 21:20:50.701916,A-,4,5,10,True,0.7,1.0
2024-10-19 21:20:50.701916,B+,19,5,10,True,0.7,1.0
2024-10-19 21:20:50.701916,B-,5,5,10,True,0.7,1.0
2024-10-19 21:20:50.701916,AB+,9,5,10,True,0.7,1.0
2024-10-19 21:20:50.701916,AB-,2,5,10,True,0.7,1.0
2024-10-20 21:20:50.701916,O+,10,6,10,True,0.7,1.0
2024-10-20 21:20:50.701916,O-,4,6,10,True,0.7,1.0
2024-10-20 21:20:50.701916,A+,7,6,10,True,0.7,1.0
2024-10-20 21:20:50.701916,A-,2,6,10,True,0.7,1.0
2024-10-20 21:20:50.701916,B+,15,6,10,True,0.7,1.0
2024-10-20 21:20:50.701916,B-,3,6,10,True,0.7,1.0
2024-10-20 21:20:50.701916,AB+,9,6,10,True,0.7,1.0
2024-10-20 21:20:50.701916,AB-,0,6,10,True,0.7,1.0
2024-10-21 21:20:50.701916,O+,42,0,10,False,1.0,1.0
2024-10-21 21:20:50.701916,O-,16,0,10,False,1.0,1.0
2024-10-21 21:20:50.701916,A+,52,0,10,False,1.0,1.0
2024-10-21 21:20:50.701916,A-,7,0,10,False,1.0,1.0
2024-10-21 21:20:50.701916,B+,27,0,10,False,1.0,1.0
2024-10-21 21:20:50.701916,B-,6,0,10,False,1.0,1.0
2024-10-21 21:20:50.701916,AB+,14,0,10,False,1.0,1.0
2024-10-21 21:20:50.701916,AB-,3,0,10,False,1.0,1.0
2024-10-22 21:20:50.701916,O+,30,1,10,False,1.0,1.0
2024-10-22 21:20:50.701916,O-,14,1,10,False,1.0,1.0
2024-10-22 21:20:50.701916,A+,39,1,10,False,1.0,1.0
2024-10-22 21:20:50.701916,A-,5,1,10,False,1.0,1.0
2024-10-22 21:20:50.701916,B+,19,1,10,False,1.0,1.0
2024-10-22 21:20:50.701916,B-,7,1,10,False,1.0,1.0
2024-10-22 21:20:50.701916,AB+,9,1,10,False,1.0,1.0
2024-10-22 21:20:50.701916,AB-,3,1,10,False,1.0,1.0
2024-10-23 21:20:50.701916,O+,27,2,10,False,1.0,1.0
2024-10-23 21:20:50.701916,O-,14,2,10,False,1.0,1.0
2024-10-23 21:20:50.701916,A+,41,2,10,False,1.0,1.0
2024-10-23 21:20:50.701916,A-,7,2,10,False,1.0,1.0
2024-10-23 21:20:50.701916,B+,25,2,10,False,1.0,1.0
2024-10-23 21:20:50.701916,B-,7,2,10,False,1.0,1.0
2024-10-23 21:20:50.701916,AB+,12,2,10,False,1.0,1.0
2024-10-23 21:20:50.701916,AB-,3,2,10,False,1.0,1.0
2024-10-24 21:20:50.701916,O+,54,3,10,False,1.0,1.0
2024-10-24 21:20:50.701916,O-,10,3,10,False,1.0,1.0
2024-10-24 21:20:50.701916,A+,40,3,10,False,1.0,1.0
2024-10-24 21:20:50.701916,A-,8,3,10,False,1.0,1.0
2024-10-24 21:20:50.701916,B+,17,3,10,False,1.0,1.0
2024-10-24 21:20:50.701916,B-,6,3,10,False,1.0,1.0
2024-10-24 21:20:50.701916,AB+,12,3,10,False,1.0,1.0
2024-10-24 21:20:50.701916,AB-,3,3,10,False,1.0,1.0
2024-10-25 21:20:50.701916,O+,19,4,10,False,1.0,1.0
2024-10-25 21:20:50.701916,O-,8,4,10,False,1.0,1.0
2024-10-25 21:20:50.701916,A+,33,4,10,False,1.0,1.0
2024-10-25 21:20:50.701916,A-,2,4,10,False,1.0,1.0
2024-10-25 21:20:50.701916,B+,14,4,10,False,1.0,1.0
2024-10-25 21:20:50.701916,B-,4,4,10,False,1.0,1.0
2024-10-25 21:20:50.701916,AB+,7,4,10,False,1.0,1.0
2024-10-25 21:20:50.701916,AB-,1,4,10,False,1.0,1.0
2024-10-26 21:20:50.701916,O+,26,5,10,True,0.7,1.0
2024-10-26 21:20:50.701916,O-,9,5,10,True,0.7,1.0
2024-10-26 21:20:50.701916,A+,13,5,10,True,0.7,1.0
2024-10-26 21:20:50.701916,A-,6,5,10,True,0.7,1.0
2024-10-26 21:20:50.701916,B+,25,5,10,True,0.7,1.0
2024-10-26 21:20:50.701916,B-,2,5,10,True,0.7,1.0
2024-10-26 21:20:50.701916,AB+,8,5,10,True,0.7,1.0
2024-10-26 21:20:50.701916,AB-,2,5,10,True,0.7,1.0
2024-10-27 21:20:50.701916,O+,28,6,10,True,0.7,1.0
2024-10-27 21:20:50.701916,O-,6,6,10,True,0.7,1.0
2024-10-27 21:20:50.701916,A+,26,6,10,True,0.7,1.0
2024-10-27 21:20:50.701916,A-,5,6,10,True,0.7,1.0
2024-10-27 21:20:50.701916,B+,14,6,10,True,0.7,1.0
2024-10-27 21:20:50.701916,B-,4,6,10,True,0.7,1.0
2024-10-27 21:20:50.701916,AB+,9,6,10,True,0.7,1.0
2024-10-27 21:20:50.701916,AB-,2,6,10,True,0.7,1.0
2024-10-28 21:20:50.701916,O+,40,0,10,False,1.0,1.0
2024-10-28 21:20:50.701916,O-,14,0,10,False,1.0,1.0
2024-10-28 21:20:50.701916,A+,22,0,10,False,1.0,1.0
2024-10-28 21:20:50.701916,A-,5,0,10,False,1.0,1.0
2024-10-28 21:20:50.701916,B+,14,0,10,False,1.0,1.0
2024-10-28 21:20:50.701916,B-,6,0,10,False,1.0,1.0
2024-10-28 21:20:50.701916,AB+,8,0,10,False,1.0,1.0
2024-10-28 21:20:50.701916,AB-,3,0,10,False,1.0,1.0
2024-10-29 21:20:50.701916,O+,45,1,10,False,1.0,1.0
2024-10-29 21:20:50.701916,O-,7,1,10,False,1.0,1.0
2024-10-29 21:20:50.701916,A+,35,1,10,False,1.0,1.0
2024-10-29 21:20:50.701916,A-,7,1,10,False,1.0,1.0
2024-10-29 21:20:50.701916,B+,27,1,10,False,1.0,1.0
2024-10-29 21:20:50.701916,B-,4,1,10,False,1.0,1.0
2024-10-29 21:20:50.701916,AB+,13,1,10,False,1.0,1.0
2024-10-29 21:20:50.701916,AB-,2,1,10,False,1.0,1.0
2024-10-30 21:20:50.701916,O+,49,2,10,False,1.0,1.0
2024-10-30 21:20:50.701916,O-,16,2,10,False,1.0,1.0
2024-10-30 21:20:50.701916,A+,41,2,10,False,1.0,1.0
2024-10-30 21:20:50.701916,A-,7,2,10,False,1.0,1.0
2024-10-30 21:20:50.701916,B+,31,2,10,False,1.0,1.0
2024-10-30 21:20:50.701916,B-,5,2,10,False,1.0,1.0
2024-10-30 21:20:50.701916,AB+,10,2,10,False,1.0,1.0
2024-10-30 21:20:50.701916,AB-,2,2,10,False,1.0,1.0
2024-10-31 21:20:50.701916,O+,36,3,10,False,1.0,1.0
2024-10-31 21:20:50.701916,O-,8,3,10,False,1.0,1.0
2024-10-31 21:20:50.701916,A+,25,3,10,False,1.0,1.0
2024-10-31 21:20:50.701916,A-,6,3,10,False,1.0,1.0
2024-10-31 21:20:50.701916,B+,26,3,10,False,1.0,1.0
2024-10-31 21:20:50.701916,B-,4,3,10,False,1.0,1.0
2024-10-31 21:20:50.701916,AB+,8,3,10,False,1.0,1.0
2024-10-31 21:20:50.701916,AB-,2,3,10,False,1.0,1.0
2024-11-01 21:20:50.701916,O+,46,4,11,False,1.0,1.2
2024-11-01 21:20:50.701916,O-,15,4,11,False,1.0,1.2
2024-11-01 21:20:50.701916,A+,28,4,11,False,1.0,1.2
2024-11-01 21:20:50.701916,A-,9,4,11,False,1.0,1.2
2024-11-01 21:20:50.701916,B+,35,4,11,False,1.0,1.2
2024-11-01 21:20:50.701916,B-,8,4,11,False,1.0,1.2
2024-11-01 21:20:50.701916,AB+,19,4,11,False,1.0,1.2
2024-11-01 21:20:50.701916,AB-,3,4,11,False,1.0,1.2
2024-11-02 21:20:50.701916,O+,33,5,11,True,0.7,1.2
2024-11-02 21:20:50.701916,O-,16,5,11,True,0.7,1.2
2024-11-02 21:20:50.701916,A+,27,5,11,True,0.7,1.2
2024-11-02 21:20:50.701916,A-,8,5,11,True,0.7,1.2
2024-11-02 21:20:50.701916,B+,29,5,11,True,0.7,1.2
2024-11-02 21:20:50.701916,B-,5,5,11,True,0.7,1.2
2024-11-02 21:20:50.701916,AB+,12,5,11,True,0.7,1.2
2024-11-02 21:20:50.701916,AB-,1,5,11,True,0.7,1.2
2024-11-03 21:20:50.701916,O+,31,6,11,True,0.7,1.2
2024-11-03 21:20:50.701916,O-,10,6,11,True,0.7,1.2
2024-11-03 21:20:50.701916,A+,32,6,11,True,0.7,1.2
2024-11-03 21:20:50.701916,A-,5,6,11,True,0.7,1.2
2024-11-03 21:20:50.701916,B+,24,6,11,True,0.7,1.2
2024-11-03 21:20:50.701916,B-,2,6,11,True,0.7,1.2
2024-11-03 21:20:50.701916,AB+,9,6,11,True,0.7,1.2
2024-11-03 21:20:50.701916,AB-,2,6,11,True,0.7,1.2
2024-11-04 21:20:50.701916,O+,42,0,11,False,1.0,1.2
2024-11-04 21:20:50.701916,O-,18,0,11,False,1.0,1.2
2024-11-04 21:20:50.701916,A+,39,0,11,False,1.0,1.2
2024-11-04 21:20:50.701916,A-,6,0,11,False,1.0,1.2
2024-11-04 21:20:50.701916,B+,37,0,11,False,1.0,1.2
2024-11-04 21:20:50.701916,B-,6,0,11,False,1.0,1.2
2024-11-04 21:20:50.701916,AB+,14,0,11,False,1.0,1.2
2024-11-04 21:20:50.701916,AB-,3,0,11,False,1.0,1.2
2024-11-05 21:20:50.701916,O+,62,1,11,False,1.0,1.2
2024-11-05 21:20:50.701916,O-,15,1,11,False,1.0,1.2
2024-11-05 21:20:50.701916,A+,43,1,11,False,1.0,1.2
2024-11-05 21:20:50.701916,A-,10,1,11,False,1.0,1.2
2024-11-05 21:20:50.701916,B+,26,1,11,False,1.0,1.2
2024-11-05 21:20:50.701916,B-,8,1,11,False,1.0,1.2
2024-11-05 21:20:50.701916,AB+,7,1,11,False,1.0,1.2
2024-11-05 21:20:50.701916,AB-,3,1,11,False,1.0,1.2
2024-11-06 21:20:50.701916,O+,36,2,11,False,1.0,1.2
2024-11-06 21:20:50.701916,O-,18,2,11,False,1.0,1.2
2024-11-06 21:20:50.701916,A+,36,2,11,False,1.0,1.2
2024-11-06 21:20:50.701916,A-,6,2,11,False,1.0,1.2
2024-11-06 21:20:50.701916,B+,30,2,11,False,1.0,1.2
2024-11-06 21:20:50.701916,B-,7,2,11,False,1.0,1.2
2024-11-06 21:20:50.701916,AB+,17,2,11,False,1.0,1.2
2024-11-06 21:20:50.701916,AB-,3,2,11,False,1.0,1.2
2024-11-07 21:20:50.701916,O+,52,3,11,False,1.0,1.2
2024-11-07 21:20:50.701916,O-,14,3,11,False,1.0,1.2
2024-11-07 21:20:50.701916,A+,28,3,11,False,1.0,1.2
2024-11-07 21:20:50.701916,A-,9,3,11,False,1.0,1.2
2024-11-07 21:20:50.701916,B+,26,3,11,False,1.0,1.2
2024-11-07 21:20:50.701916,B-,5,3,11,False,1.0,1.2
2024-11-07 21:20:50.701916,AB+,12,3,11,False,1.0,1.2
2024-11-07 21:20:50.701916,AB-,4,3,11,False,1.0,1.2
2024-11-08 21:20:50.701916,O+,48,4,11,False,1.0,1.2
2024-11-08 21:20:50.701916,O-,21,4,11,False,1.0,1.2
2024-11-08 21:20:50.701916,A+,34,4,11,False,1.0,1.2
2024-11-08 21:20:50.701916,A-,10,4,11,False,1.0,1.2
2024-11-08 21:20:50.701916,B+,17,4,11,False,1.0,1.2
2024-11-08 21:20:50.701916,B-,6,4,11,False,1.0,1.2
2024-11-08 21:20:50.701916,AB+,17,4,11,False,1.0,1.2
2024-11-08 21:20:50.701916,AB-,3,4,11,False,1.0,1.2
2024-11-09 21:20:50.701916,O+,44,5,11,True,0.7,1.2
2024-11-09 21:20:50.701916,O-,13,5,11,True,0.7,1.2
2024-11-09 21:20:50.701916,A+,20,5,11,True,0.7,1.2
2024-11-09 21:20:50.701916,A-,5,5,11,True,0.7,1.2
2024-11-09 21:20:50.701916,B+,17,5,11,True,0.7,1.2
2024-11-09 21:20:50.701916,B-,5,5,11,True,0.7,1.2
2024-11-09 21:20:50.701916,AB+,6,5,11,True,0.7,1.2
2024-11-09 21:20:50.701916,AB-,3,5,11,True,0.7,1.2
2024-11-10 21:20:50.701916,O+,34,6,11,True,0.7,1.2
2024-11-10 21:20:50.701916,O-,8,6,11,True,0.7,1.2
2024-11-10 21:20:50.701916,A+,25,6,11,True,0.7,1.2
2024-11-10 21:20:50.701916,A-,6,6,11,True,0.7,1.2
2024-11-10 21:20:50.701916,B+,13,6,11,True,0.7,1.2
2024-11-10 21:20:50.701916,B-,4,6,11,True,0.7,1.2
2024-11-10 21:20:50.701916,AB+,6,6,11,True,0.7,1.2
2024-11-10 21:20:50.701916,AB-,1,6,11,True,0.7,1.2
2024-11-11 21:20:50.701916,O+,60,0,11,False,1.0,1.2
2024-11-11 21:20:50.701916,O-,14,0,11,False,1.0,1.2
2024-11-11 21:20:50.701916,A+,45,0,11,False,1.0,1.2
2024-11-11 21:20:50.701916,A-,11,0,11,False,1.0,1.2
2024-11-11 21:20:50.701916,B+,23,0,11,False,1.0,1.2
2024-11-11 21:20:50.701916,B-,6,0,11,False,1.0,1.2
2024-11-11 21:20:50.701916,AB+,15,0,11,False,1.0,1.2
2024-11-11 21:20:50.701916,AB-,4,0,11,False,1.0,1.2
2024-11-12 21:20:50.701916,O+,42,1,11,False,1.0,1.2
2024-11-12 21:20:50.701916,O-,13,1,11,False,1.0,1.2
2024-11-12 21:20:50.701916,A+,49,1,11,False,1.0,1.2
2024-11-12 21:20:50.701916,A-,9,1,11,False,1.0,1.2
2024-11-12 21:20:50.701916,B+,30,1,11,False,1.0,1.2
2024-11-12 21:20:50.701916,B-,7,1,11,False,1.0,1.2
2024-11-12 21:20:50.701916,AB+,11,1,11,False,1.0,1.2
2024-11-12 21:20:50.701916,AB-,3,1,11,False,1.0,1.2
2024-11-13 21:20:50.701916,O+,60,2,11,False,1.0,1.2
2024-11-13 21:20:50.701916,O-,17,2,11,False,1.0,1.2
2024-11-13 21:20:50.701916,A+,39,2,11,False,1.0,1.2
2024-11-13 21:20:50.701916,A-,7,2,11,False,1.0,1.2
2024-11-13 21:20:50.701916,B+,28,2,11,False,1.0,1.2
2024-11-13 21:20:50.701916,B-,8,2,11,False,1.0,1.2
2024-11-13 21:20:50.701916,AB+,14,2,11,False,1.0,1.2
2024-11-13 21:20:50.701916,AB-,4,2,11,False,1.0,1.2
2024-11-14 21:20:50.701916,O+,53,3,11,False,1.0,1.2
2024-11-14 21:20:50.701916,O-,19,3,11,False,1.0,1.2
2024-11-14 21:20:50.701916,A+,46,3,11,False,1.0,1.2
2024-11-14 21:20:50.701916,A-,10,3,11,False,1.0,1.2
2024-11-14 21:20:50.701916,B+,32,3,11,False,1.0,1.2
2024-11-14 21:20:50.701916,B-,8,3,11,False,1.0,1.2
2024-11-14 21:20:50.701916,AB+,16,3,11,False,1.0,1.2
2024-11-14 21:20:50.701916,AB-,3,3,11,False,1.0,1.2
2024-11-15 21:20:50.701916,O+,50,4,11,False,1.0,1.2
2024-11-15 21:20:50.701916,O-,13,4,11,False,1.0,1.2
2024-11-15 21:20:50.701916,A+,40,4,11,False,1.0,1.2
2024-11-15 21:20:50.701916,A-,11,4,11,False,1.0,1.2
2024-11-15 21:20:50.701916,B+,32,4,11,False,1.0,1.2
2024-11-15 21:20:50.701916,B-,7,4,11,False,1.0,1.2
2024-11-15 21:20:50.701916,AB+,14,4,11,False,1.0,1.2
2024-11-15 21:20:50.701916,AB-,3,4,11,False,1.0,1.2
2024-11-16 21:20:50.701916,O+,45,5,11,True,0.7,1.2
2024-11-16 21:20:50.701916,O-,8,5,11,True,0.7,1.2
2024-11-16 21:20:50.701916,A+,31,5,11,True,0.7,1.2
2024-11-16 21:20:50.701916,A-,7,5,11,True,0.7,1.2
2024-11-16 21:20:50.701916,B+,14,5,11,True,0.7,1.2
2024-11-16 21:20:50.701916,B-,3,5,11,True,0.7,1.2
2024-11-16 21:20:50.701916,AB+,6,5,11,True,0.7,1.2
2024-11-16 21:20:50.701916,AB-,2,5,11,True,0.7,1.2
2024-11-17 21:20:50.701916,O+,25,6,11,True,0.7,1.2
2024-11-17 21:20:50.701916,O-,12,6,11,True,0.7,1.2
2024-11-17 21:20:50.701916,A+,6,6,11,True,0.7,1.2
2024-11-17 21:20:50.701916,A-,2,6,11,True,0.7,1.2
2024-11-17 21:20:50.701916,B+,19,6,11,True,0.7,1.2
2024-11-17 21:20:50.701916,B-,2,6,11,True,0.7,1.2
2024-11-17 21:20:50.701916,AB+,4,6,11,True,0.7,1.2
2024-11-17 21:20:50.701916,AB-,2,6,11,True,0.7,1.2
2024-11-18 21:20:50.701916,O+,51,0,11,False,1.0,1.2
2024-11-18 21:20:50.701916,O-,12,0,11,False,1.0,1.2
2024-11-18 21:20:50.701916,A+,41,0,11,False,1.0,1.2
2024-11-18 21:20:50.701916,A-,10,0,11,False,1.0,1.2
2024-11-18 21:20:50.701916,B+,37,0,11,False,1.0,1.2
2024-11-18 21:20:50.701916,B-,6,0,11,False,1.0,1.2
2024-11-18 21:20:50.701916,AB+,15,0,11,False,1.0,1.2
2024-11-18 21:20:50.701916,AB-,3,0,11,False,1.0,1.2
2024-11-19 21:20:50.701916,O+,41,1,11,False,1.0,1.2
2024-11-19 21:20:50.701916,O-,18,1,11,False,1.0,1.2
2024-11-19 21:20:50.701916,A+,46,1,11,False,1.0,1.2
2024-11-19 21:20:50.701916,A-,12,1,11,False,1.0,1.2
2024-11-19 21:20:50.701916,B+,29,1,11,False,1.0,1.2
2024-11-19 21:20:50.701916,B-,7,1,11,False,1.0,1.2
2024-11-19 21:20:50.701916,AB+,13,1,11,False,1.0,1.2
2024-11-19 21:20:50.701916,AB-,2,1,11,False,1.0,1.2
2024-11-20 21:20:50.701916,O+,52,2,11,False,1.0,1.2
2024-11-20 21:20:50.701916,O-,18,2,11,False,1.0,1.2
2024-11-20 21:20:50.701916,A+,47,2,11,False,1.0,1.2
2024-11-20 21:20:50.701916,A-,8,2,11,False,1.0,1.2
2024-11-20 21:20:50.701916,B+,29,2,11,False,1.0,1.2
2024-11-20 21:20:50.701916,B-,7,2,11,False,1.0,1.2
2024-11-20 21:20:50.701916,AB+,14,2,11,False,1.0,1.2
2024-11-20 21:20:50.701916,AB-,3,2,11,False,1.0,1.2
2024-11-21 21:20:50.701916,O+,46,3,11,False,1.0,1.2
2024-11-21 21:20:50.701916,O-,18,3,11,False,1.0,1.2
2024-11-21 21:20:50.701916,A+,46,3,11,False,1.0,1.2
2024-11-21 21:20:50.701916,A-,9,3,11,False,1.0,1.2
2024-11-21 21:20:50.701916,B+,28,3,11,False,1.0,1.2
2024-11-21 21:20:50.701916,B-,3,3,11,False,1.0,1.2
2024-11-21 21:20:50.701916,AB+,13,3,11,False,1.0,1.2
2024-11-21 21:20:50.701916,AB-,3,3,11,False,1.0,1.2
2024-11-22 21:20:50.701916,O+,48,4,11,False,1.0,1.2
2024-11-22 21:20:50.701916,O-,12,4,11,False,1.0,1.2
2024-11-22 21:20:50.701916,A+,54,4,11,False,1.0,1.2
2024-11-22 21:20:50.701916,A-,12,4,11,False,1.0,1.2
2024-11-22 21:20:50.701916,B+,27,4,11,False,1.0,1.2
2024-11-22 21:20:50.701916,B-,7,4,11,False,1.0,1.2
2024-11-22 21:20:50.701916,AB+,15,4,11,False,1.0,1.2
2024-11-22 21:20:50.701916,AB-,3,4,11,False,1.0,1.2
2024-11-23 21:20:50.701916,O+,38,5,11,True,0.7,1.2
2024-11-23 21:20:50.701916,O-,12,5,11,True,0.7,1.2
2024-11-23 21:20:50.701916,A+,37,5,11,True,0.7,1.2
2024-11-23 21:20:50.701916,A-,8,5,11,True,0.7,1.2
2024-11-23 21:20:50.701916,B+,18,5,11,True,0.7,1.2
2024-11-23 21:20:50.701916,B-,5,5,11,True,0.7,1.2
2024-11-23 21:20:50.701916,AB+,12,5,11,True,0.7,1.2
2024-11-23 21:20:50.701916,AB-,2,5,11,True,0.7,1.2
2024-11-24 21:20:50.701916,O+,38,6,11,True,0.7,1.2
2024-11-24 21:20:50.701916,O-,12,6,11,True,0.7,1.2
2024-11-24 21:20:50.701916,A+,22,6,11,True,0.7,1.2
2024-11-24 21:20:50.701916,A-,1,6,11,True,0.7,1.2
2024-11-24 21:20:50.701916,B+,16,6,11,True,0.7,1.2
2024-11-24 21:20:50.701916,B-,4,6,11,True,0.7,1.2
2024-11-24 21:20:50.701916,AB+,13,6,11,True,0.7,1.2
2024-11-24 21:20:50.701916,AB-,2,6,11,True,0.7,1.2
2024-11-25 21:20:50.701916,O+,44,0,11,False,1.0,1.2
2024-11-25 21:20:50.701916,O-,18,0,11,False,1.0,1.2
2024-11-25 21:20:50.701916,A+,40,0,11,False,1.0,1.2
2024-11-25 21:20:50.701916,A-,8,0,11,False,1.0,1.2
2024-11-25 21:20:50.701916,B+,31,0,11,False,1.0,1.2
2024-11-25 21:20:50.701916,B-,6,0,11,False,1.0,1.2
2024-11-25 21:20:50.701916,AB+,13,0,11,False,1.0,1.2
2024-11-25 21:20:50.701916,AB-,3,0,11,False,1.0,1.2
2024-11-26 21:20:50.701916,O+,57,1,11,False,1.0,1.2
2024-11-26 21:20:50.701916,O-,15,1,11,False,1.0,1.2
2024-11-26 21:20:50.701916,A+,43,1,11,False,1.0,1.2
2024-11-26 21:20:50.701916,A-,9,1,11,False,1.0,1.2
2024-11-26 21:20:50.701916,B+,34,1,11,False,1.0,1.2
2024-11-26 21:20:50.701916,B-,10,1,11,False,1.0,1.2
2024-11-26 21:20:50.701916,AB+,18,1,11,False,1.0,1.2
2024-11-26 21:20:50.701916,AB-,2,1,11,False,1.0,1.2
2024-11-27 21:20:50.701916,O+,32,2,11,False,1.0,1.2
2024-11-27 21:20:50.701916,O-,10,2,11,False,1.0,1.2
2024-11-27 21:20:50.701916,A+,25,2,11,False,1.0,1.2
2024-11-27 21:20:50.701916,A-,4,2,11,False,1.0,1.2
2024-11-27 21:20:50.701916,B+,8,2,11,False,1.0,1.2
2024-11-27 21:20:50.701916,B-,2,2,11,False,1.0,1.2
2024-11-27 21:20:50.701916,AB+,6,2,11,False,1.0,1.2
2024-11-27 21:20:50.701916,AB-,1,2,11,False,1.0,1.2
2024-11-28 21:20:50.701916,O+,42,3,11,False,1.0,1.2
2024-11-28 21:20:50.701916,O-,18,3,11,False,1.0,1.2
2024-11-28 21:20:50.701916,A+,49,3,11,False,1.0,1.2
2024-11-28 21:20:50.701916,A-,8,3,11,False,1.0,1.2
2024-11-28 21:20:50.701916,B+,33,3,11,False,1.0,1.2
2024-11-28 21:20:50.701916,B-,7,3,11,False,1.0,1.2
2024-11-28 21:20:50.701916,AB+,16,3,11,False,1.0,1.2
2024-11-28 21:20:50.701916,AB-,4,3,11,False,1.0,1.2
2024-11-29 21:20:50.701916,O+,55,4,11,False,1.0,1.2
2024-11-29 21:20:50.701916,O-,16,4,11,False,1.0,1.2
2024-11-29 21:20:50.701916,A+,26,4,11,False,1.0,1.2
2024-11-29 21:20:50.701916,A-,11,4,11,False,1.0,1.2
2024-11-29 21:20:50.701916,B+,39,4,11,False,1.0,1.2
2024-11-29 21:20:50.701916,B-,7,4,11,False,1.0,1.2
